Date,Close
10/1/2012 16:00:00,4.68
10/2/2012 16:00:00,4.65
10/3/2012 16:00:00,4.68
10/4/2012 16:00:00,4.79
10/5/2012 16:00:00,4.82
10/8/2012 16:00:00,4.76
10/9/2012 16:00:00,4.74
10/10/2012 16:00:00,4.73
10/11/2012 16:00:00,4.78
10/12/2012 16:00:00,4.85
10/15/2012 16:00:00,4.95
10/16/2012 16:00:00,4.96
10/17/2012 16:00:00,4.03
10/18/2012 16:00:00,3.91
10/19/2012 16:00:00,3.94
10/22/2012 16:00:00,3.89
10/23/2012 16:00:00,3.91
10/24/2012 16:00:00,3.85
10/25/2012 16:00:00,3.87
10/26/2012 16:00:00,3.91
10/31/2012 16:00:00,3.87
11/1/2012 16:00:00,4.05
11/2/2012 16:00:00,4
11/5/2012 16:00:00,3.93
11/6/2012 16:00:00,3.95
11/7/2012 16:00:00,3.83
11/8/2012 16:00:00,3.78
11/9/2012 16:00:00,3.8
11/12/2012 16:00:00,3.67
11/13/2012 16:00:00,3.56
11/14/2012 16:00:00,3.61
11/15/2012 16:00:00,3.56
11/16/2012 16:00:00,3.66
11/19/2012 16:00:00,3.72
11/20/2012 16:00:00,3.65
11/21/2012 16:00:00,3.74
11/23/2012 16:00:00,3.81
11/26/2012 16:00:00,3.85
11/27/2012 16:00:00,3.84
11/28/2012 16:00:00,3.9
11/29/2012 16:00:00,3.97
11/30/2012 16:00:00,4
12/3/2012 16:00:00,3.94
12/4/2012 16:00:00,3.99
12/5/2012 16:00:00,3.76
12/6/2012 16:00:00,3.82
12/7/2012 16:00:00,3.94
12/10/2012 16:00:00,4.02
12/11/2012 16:00:00,4.05
12/12/2012 16:00:00,4.04
12/13/2012 16:00:00,4.11
12/14/2012 16:00:00,4.2
12/17/2012 16:00:00,4.23
12/18/2012 16:00:00,4.27
12/19/2012 16:00:00,4.27
12/20/2012 16:00:00,4.26
12/21/2012 16:00:00,4.23
12/24/2012 16:00:00,4.22
12/26/2012 16:00:00,4.16
12/27/2012 16:00:00,4.16
12/28/2012 16:00:00,4.19
12/31/2012 16:00:00,4.2
1/2/2013 16:00:00,4.24
1/3/2013 16:00:00,3.87
1/4/2013 16:00:00,3.86
1/7/2013 16:00:00,3.81
1/8/2013 16:00:00,3.82
1/9/2013 16:00:00,3.84
1/10/2013 16:00:00,3.92
1/11/2013 16:00:00,3.87
1/14/2013 16:00:00,3.89
1/15/2013 16:00:00,4.02
1/16/2013 16:00:00,3.98
1/17/2013 16:00:00,3.96
1/18/2013 16:00:00,3.95
1/22/2013 16:00:00,3.86
1/23/2013 16:00:00,3.94
1/24/2013 16:00:00,3.99
1/25/2013 16:00:00,4.17
1/28/2013 16:00:00,4.21
1/29/2013 16:00:00,3.94
1/30/2013 16:00:00,3.87
1/31/2013 16:00:00,4.72
2/1/2013 16:00:00,4.72
2/4/2013 16:00:00,4.58
2/5/2013 16:00:00,4.6
2/6/2013 16:00:00,4.68
2/7/2013 16:00:00,4.62
2/8/2013 16:00:00,4.69
2/11/2013 16:00:00,4.62
2/12/2013 16:00:00,4.77
2/13/2013 16:00:00,4.66
2/14/2013 16:00:00,4.68
2/15/2013 16:00:00,4.7
2/19/2013 16:00:00,4.71
2/20/2013 16:00:00,4.72
2/21/2013 16:00:00,4.63
2/22/2013 16:00:00,4.8
2/25/2013 16:00:00,4.75
2/26/2013 16:00:00,4.94
2/27/2013 16:00:00,4.96
2/28/2013 16:00:00,4.84
3/1/2013 16:00:00,4.83
3/4/2013 16:00:00,4.83
3/5/2013 16:00:00,4.91
3/6/2013 16:00:00,4.86
3/7/2013 16:00:00,4.79
3/8/2013 16:00:00,4.87
3/11/2013 16:00:00,4.86
3/12/2013 16:00:00,4.89
3/13/2013 16:00:00,4.93
3/14/2013 16:00:00,5
3/15/2013 16:00:00,4.96
3/18/2013 16:00:00,4.84
3/19/2013 16:00:00,4.67
3/20/2013 16:00:00,4.73
3/21/2013 16:00:00,4.66
3/22/2013 16:00:00,4.61
3/25/2013 16:00:00,4.59
3/26/2013 16:00:00,4.6
3/27/2013 16:00:00,4.65
3/28/2013 16:00:00,4.74
4/1/2013 16:00:00,4.6
4/2/2013 16:00:00,4.59
4/3/2013 16:00:00,4.44
4/4/2013 16:00:00,4.46
4/5/2013 16:00:00,4.39
4/8/2013 16:00:00,4.35
4/9/2013 16:00:00,4.42
4/10/2013 16:00:00,4.37
4/11/2013 16:00:00,3.8
4/12/2013 16:00:00,3.75
4/15/2013 16:00:00,3.61
4/16/2013 16:00:00,3.63
4/17/2013 16:00:00,3.61
4/18/2013 16:00:00,3.54
4/19/2013 16:00:00,3.51
4/22/2013 16:00:00,3.56
4/23/2013 16:00:00,3.56
4/24/2013 16:00:00,3.51
4/25/2013 16:00:00,3.52
4/26/2013 16:00:00,3.47
4/29/2013 16:00:00,3.57
4/30/2013 16:00:00,3.59
5/1/2013 16:00:00,3.57
5/2/2013 16:00:00,3.61
5/3/2013 16:00:00,3.62
5/6/2013 16:00:00,3.64
5/7/2013 16:00:00,3.62
5/8/2013 16:00:00,3.64
5/9/2013 16:00:00,3.62
5/10/2013 16:00:00,3.75
5/13/2013 16:00:00,3.62
5/14/2013 16:00:00,3.65
5/15/2013 16:00:00,3.64
5/16/2013 16:00:00,3.7
5/17/2013 16:00:00,3.79
5/20/2013 16:00:00,3.85
5/21/2013 16:00:00,3.84
5/22/2013 16:00:00,3.74
5/23/2013 16:00:00,3.68
5/24/2013 16:00:00,3.66
5/28/2013 16:00:00,3.72
5/29/2013 16:00:00,3.79
5/30/2013 16:00:00,3.86
5/31/2013 16:00:00,3.85
6/3/2013 16:00:00,3.7
6/4/2013 16:00:00,3.64
6/5/2013 16:00:00,3.61
6/6/2013 16:00:00,3.69
6/7/2013 16:00:00,3.73
6/10/2013 16:00:00,3.73
6/11/2013 16:00:00,3.66
6/12/2013 16:00:00,3.63
6/13/2013 16:00:00,3.61
6/14/2013 16:00:00,3.55
6/17/2013 16:00:00,3.6
6/18/2013 16:00:00,3.6
6/19/2013 16:00:00,3.55
6/20/2013 16:00:00,3.53
6/21/2013 16:00:00,3.47
6/24/2013 16:00:00,3.31
6/25/2013 16:00:00,3.35
6/26/2013 16:00:00,3.42
6/27/2013 16:00:00,3.46
6/28/2013 16:00:00,3.5
7/1/2013 16:00:00,3.46
7/2/2013 16:00:00,3.47
7/3/2013 16:00:00,3.6
7/5/2013 16:00:00,3.65
7/8/2013 16:00:00,3.67
7/9/2013 16:00:00,3.74
7/10/2013 16:00:00,3.93
7/11/2013 16:00:00,3.98
7/12/2013 16:00:00,4.01
7/15/2013 16:00:00,4
7/16/2013 16:00:00,3.99
7/17/2013 16:00:00,4.08
7/18/2013 16:00:00,4.09
7/19/2013 16:00:00,4.09
7/22/2013 16:00:00,4.09
7/23/2013 16:00:00,4.29
7/24/2013 16:00:00,4.27
7/25/2013 16:00:00,4.2
7/26/2013 16:00:00,4.15
7/29/2013 16:00:00,4.07
7/30/2013 16:00:00,4.03
7/31/2013 16:00:00,4.25
8/1/2013 16:00:00,4.27
8/2/2013 16:00:00,4.27
8/5/2013 16:00:00,4.22
8/6/2013 16:00:00,4.18
8/7/2013 16:00:00,4.13
8/8/2013 16:00:00,4.17
8/9/2013 16:00:00,4.14
8/12/2013 16:00:00,4.17
8/13/2013 16:00:00,4.22
8/14/2013 16:00:00,4.21
8/15/2013 16:00:00,4.04
8/16/2013 16:00:00,3.98
8/19/2013 16:00:00,4.01
8/20/2013 16:00:00,4
8/21/2013 16:00:00,4.04
8/22/2013 16:00:00,4.07
8/23/2013 16:00:00,4.07
8/26/2013 16:00:00,4.04
8/27/2013 16:00:00,3.96
8/28/2013 16:00:00,3.94
8/29/2013 16:00:00,4.01
8/30/2013 16:00:00,3.96
9/3/2013 16:00:00,3.95
9/4/2013 16:00:00,3.96
9/5/2013 16:00:00,3.96
9/6/2013 16:00:00,4.01
9/9/2013 16:00:00,4.07
9/10/2013 16:00:00,4.12
9/11/2013 16:00:00,4.11
9/12/2013 16:00:00,4.12
9/13/2013 16:00:00,4.12
9/16/2013 16:00:00,4.1
9/17/2013 16:00:00,4.16
9/18/2013 16:00:00,4.19
9/19/2013 16:00:00,4.22
9/20/2013 16:00:00,4.25
9/23/2013 16:00:00,4.16
9/24/2013 16:00:00,4.08
9/25/2013 16:00:00,4.08
9/26/2013 16:00:00,4.12
9/27/2013 16:00:00,4.08
9/30/2013 16:00:00,4.05
10/1/2013 16:00:00,4.17
10/2/2013 16:00:00,4.21
10/3/2013 16:00:00,4.11
10/4/2013 16:00:00,4.34
10/7/2013 16:00:00,4.4
10/8/2013 16:00:00,4.27
10/9/2013 16:00:00,4.16
10/10/2013 16:00:00,4.23
10/11/2013 16:00:00,4.24
10/14/2013 16:00:00,4.26
10/15/2013 16:00:00,4.02
10/16/2013 16:00:00,4.07
10/17/2013 16:00:00,3.94
10/18/2013 16:00:00,4.04
10/21/2013 16:00:00,4.13
10/22/2013 16:00:00,4.14
10/23/2013 16:00:00,4.11
10/24/2013 16:00:00,4.17
10/25/2013 16:00:00,4.01
10/28/2013 16:00:00,4.02
10/29/2013 16:00:00,4.03
10/30/2013 16:00:00,3.98
10/31/2013 16:00:00,4.03
11/1/2013 16:00:00,3.95
11/4/2013 16:00:00,4.02
11/5/2013 16:00:00,4
11/6/2013 16:00:00,3.99
11/7/2013 16:00:00,3.88
11/8/2013 16:00:00,3.89
11/11/2013 16:00:00,3.95
11/12/2013 16:00:00,3.94
11/13/2013 16:00:00,4
11/14/2013 16:00:00,3.98
11/15/2013 16:00:00,4.07
11/18/2013 16:00:00,3.95
11/19/2013 16:00:00,3.89
11/20/2013 16:00:00,3.88
11/21/2013 16:00:00,3.9
11/22/2013 16:00:00,3.94
11/25/2013 16:00:00,3.88
11/26/2013 16:00:00,3.92
11/27/2013 16:00:00,3.93
11/29/2013 16:00:00,3.42
12/2/2013 16:00:00,3.35
12/3/2013 16:00:00,3.41
12/4/2013 16:00:00,3.51
12/5/2013 16:00:00,3.53
12/6/2013 16:00:00,3.54
12/9/2013 16:00:00,3.61
12/10/2013 16:00:00,3.62
12/11/2013 16:00:00,3.56
12/12/2013 16:00:00,3.51
12/13/2013 16:00:00,3.54
12/16/2013 16:00:00,3.57
12/17/2013 16:00:00,3.58
