Date,Close
10/1/2012 16:00:00,17.72
10/2/2012 16:00:00,17.77
10/3/2012 16:00:00,17.71
10/4/2012 16:00:00,17.84
10/5/2012 16:00:00,17.78
10/9/2012 16:00:00,17.6
10/10/2012 16:00:00,17.49
10/11/2012 16:00:00,17.54
10/12/2012 16:00:00,17.45
10/15/2012 16:00:00,17.55
10/16/2012 16:00:00,17.8
10/17/2012 16:00:00,17.87
10/18/2012 16:00:00,17.9
10/19/2012 16:00:00,17.82
10/22/2012 16:00:00,17.83
10/23/2012 16:00:00,17.53
10/24/2012 16:00:00,17.52
10/25/2012 16:00:00,17.7
10/26/2012 16:00:00,17.71
10/29/2012 16:00:00,17.64
10/30/2012 16:00:00,17.85
10/31/2012 16:00:00,17.88
11/1/2012 16:00:00,17.97
11/2/2012 16:00:00,17.79
11/5/2012 16:00:00,17.78
11/6/2012 16:00:00,17.8
11/7/2012 16:00:00,17.58
11/8/2012 16:00:00,17.49
11/9/2012 16:00:00,17.53
11/12/2012 16:00:00,17.55
11/13/2012 16:00:00,17.47
11/14/2012 16:00:00,17.14
11/15/2012 16:00:00,16.97
11/16/2012 16:00:00,17.07
11/19/2012 16:00:00,17.3
11/20/2012 16:00:00,17.34
11/21/2012 16:00:00,17.44
11/22/2012 16:00:00,17.51
11/23/2012 16:00:00,17.61
11/26/2012 16:00:00,17.61
11/27/2012 16:00:00,17.49
11/28/2012 16:00:00,17.55
11/29/2012 16:00:00,17.64
11/30/2012 16:00:00,17.58
12/3/2012 16:00:00,17.58
12/4/2012 16:00:00,17.54
12/5/2012 16:00:00,17.59
12/6/2012 16:00:00,17.57
12/7/2012 16:00:00,17.58
12/10/2012 16:00:00,17.65
12/11/2012 16:00:00,17.75
12/12/2012 16:00:00,17.87
12/13/2012 16:00:00,17.78
12/14/2012 16:00:00,17.73
12/17/2012 16:00:00,17.77
12/18/2012 16:00:00,17.87
12/19/2012 16:00:00,17.94
12/20/2012 16:00:00,17.96
12/21/2012 16:00:00,17.97
12/24/2012 16:00:00,17.82
12/27/2012 16:00:00,17.82
12/28/2012 16:00:00,17.78
12/31/2012 16:00:00,17.92
1/2/2013 16:00:00,18.07
1/3/2013 16:00:00,17.99
1/4/2013 16:00:00,18.08
1/7/2013 16:00:00,17.98
1/8/2013 16:00:00,17.97
1/9/2013 16:00:00,18.01
1/10/2013 16:00:00,18.15
1/11/2013 16:00:00,18.14
1/14/2013 16:00:00,18.16
1/15/2013 16:00:00,18.25
1/16/2013 16:00:00,18.19
1/17/2013 16:00:00,18.26
1/18/2013 16:00:00,18.35
1/21/2013 16:00:00,18.5
1/22/2013 16:00:00,18.54
1/23/2013 16:00:00,18.49
1/24/2013 16:00:00,18.56
1/25/2013 16:00:00,18.56
1/28/2013 16:00:00,18.57
1/29/2013 16:00:00,18.58
1/30/2013 16:00:00,18.5
1/31/2013 16:00:00,18.31
2/1/2013 16:00:00,18.45
2/4/2013 16:00:00,18.35
2/5/2013 16:00:00,18.39
2/6/2013 16:00:00,18.45
2/7/2013 16:00:00,18.39
2/8/2013 16:00:00,18.5
2/11/2013 16:00:00,18.44
2/12/2013 16:00:00,18.5
2/13/2013 16:00:00,18.48
2/14/2013 16:00:00,18.39
2/15/2013 16:00:00,18.34
2/19/2013 16:00:00,18.54
2/20/2013 16:00:00,18.41
2/21/2013 16:00:00,18.31
2/22/2013 16:00:00,18.4
2/25/2013 16:00:00,18.33
2/26/2013 16:00:00,18.37
2/27/2013 16:00:00,18.5
2/28/2013 16:00:00,18.61
3/1/2013 16:00:00,18.56
3/4/2013 16:00:00,18.45
3/5/2013 16:00:00,18.51
3/6/2013 16:00:00,18.62
3/7/2013 16:00:00,18.6
3/8/2013 16:00:00,18.61
3/11/2013 16:00:00,18.65
3/12/2013 16:00:00,18.67
3/13/2013 16:00:00,18.48
3/14/2013 16:00:00,18.58
3/15/2013 16:00:00,18.63
3/18/2013 16:00:00,18.49
3/19/2013 16:00:00,18.53
3/20/2013 16:00:00,18.64
3/21/2013 16:00:00,18.3
3/22/2013 16:00:00,18.4
3/25/2013 16:00:00,18.23
3/26/2013 16:00:00,18.27
3/27/2013 16:00:00,18.22
3/28/2013 16:00:00,18.34
4/1/2013 16:00:00,18.3
4/2/2013 16:00:00,18.3
4/3/2013 16:00:00,17.9
4/4/2013 16:00:00,17.8
4/5/2013 16:00:00,17.71
4/8/2013 16:00:00,17.72
4/9/2013 16:00:00,17.92
4/10/2013 16:00:00,18.04
4/11/2013 16:00:00,17.92
4/12/2013 16:00:00,17.73
4/15/2013 16:00:00,17.27
4/16/2013 16:00:00,17.43
4/17/2013 16:00:00,17.21
4/18/2013 16:00:00,17.27
4/19/2013 16:00:00,17.38
4/22/2013 16:00:00,17.39
