Date,Equally Weighted Portfolio,S&P 500 Index,S&P 60 TSX ETF,SOROS FUND MANAGEMENT LLC,PAULSON & CO.INC. ,TIGER GLOBAL MANAGEMENT LLC,BERKSHIRE HATHAWAY INC,Algo 1,Algo 2
2012-10-01 16:00:00,,,,,,,,,
2012-10-02 16:00:00,0.0021876127549644853,0.0008722801819327497,0.0028216704288939187,,,,,,
2012-10-03 16:00:00,2.2252992055271845e-06,0.0036244163928755846,-0.003376477208778761,,,,,,
2012-10-04 16:00:00,0.02312090677168617,0.007174411953218218,0.007340485601355029,,,,,,
2012-10-05 16:00:00,-0.0028111737308741617,-0.00032160941562886514,-0.0033632286995515237,,,,,,
2012-10-06 16:00:00,0.0,,,,,,,,
2012-10-07 16:00:00,0.0,,,,,,,,
2012-10-08 16:00:00,-0.008080417798269736,-0.0034567022376157386,,,,,,,
2012-10-09 16:00:00,-0.00865712626095685,-0.009890925076242563,-0.010123734533183382,,,,,,
2012-10-10 16:00:00,-0.009520419376623979,-0.006188084468740529,-0.0062500000000002,,,,,,
2012-10-11 16:00:00,0.003768168784680559,0.0001954542916178248,0.002858776443682043,,,,,,
2012-10-12 16:00:00,-0.0027828877164224786,-0.002966137182099926,-0.0051311288483466555,,,,,,
2012-10-13 16:00:00,0.0,,,,,,,,
2012-10-14 16:00:00,0.0,,,,,,,,
2012-10-15 16:00:00,0.011926818287703546,0.00807789498736522,0.005730659025787954,,,,,,
2012-10-16 16:00:00,0.009826684097110273,0.010269906189024569,0.014245014245014342,,,,,,
2012-10-17 16:00:00,-0.03271127430764711,0.004117064855799546,0.00393258426966292,,,,,,
2012-10-18 16:00:00,-0.01111899334104174,-0.002443682362363253,0.0016787912702853625,,,,,,
2012-10-19 16:00:00,-0.024396174346244064,-0.01657128741405567,-0.004469273743016644,,,,,,
2012-10-20 16:00:00,0.0,,,,,,,,
2012-10-21 16:00:00,0.0,,,,,,,,
2012-10-22 16:00:00,-0.0044037956748645525,0.0004395788416049484,0.0005611672278338364,,,,,,
2012-10-23 16:00:00,0.002761031087430621,-0.014443932990194086,-0.01682557487380798,,,,,,
2012-10-24 16:00:00,-0.0076064977611497225,-0.0030853932107195448,-0.0005704506560183509,,,,,,
2012-10-25 16:00:00,0.008066306022669114,0.002995563442768523,0.010273972602739656,,,,,,
2012-10-26 16:00:00,-0.0026281873925026794,-0.0007289609828942112,0.0005649717514124575,,,,,,
2012-10-27 16:00:00,0.0,,,,,,,,
2012-10-28 16:00:00,0.0,,,,,,,,
2012-10-29 16:00:00,0.0,0.0,-0.0039525691699604515,,,,,,
2012-10-30 16:00:00,0.0,0.0,0.011904761904761862,,,,,,
2012-10-31 16:00:00,-0.007196130547439773,0.00015581398642994237,0.001680672268907335,,,,,,
2012-11-01 16:00:00,0.033543293308493684,0.010926523906639396,0.005033557046979942,,,,,,
2012-11-02 16:00:00,-0.0310383262798776,-0.00937944367780652,-0.01001669449081799,,,,,,
2012-11-03 16:00:00,0.0,,,,,,,,
2012-11-04 16:00:00,0.0,,,,,,,,
2012-11-05 16:00:00,0.012747285543421083,0.0021637675010606205,-0.0005621135469363603,,,,,,
2012-11-06 16:00:00,0.00072697518590501,0.00785318149104608,0.0011248593925758943,,,,,,
2012-11-07 16:00:00,-0.019306727404182288,-0.023705010536338222,-0.012359550561797938,,,,,,
2012-11-08 16:00:00,-0.008322726724866291,-0.012204828867073525,-0.005119453924914641,,,,,,
2012-11-09 16:00:00,-0.004130644264494365,0.0016987172506914838,0.002287021154945945,,,,,,
2012-11-10 16:00:00,0.0,,,,,,,,
2012-11-11 16:00:00,0.0,,,,,,,,
2012-11-12 16:00:00,-0.017271120811928033,0.0001304489618436655,0.0011409013120364797,,,,,,
2012-11-13 16:00:00,-0.009006765300527731,-0.003985420606798407,-0.004558404558404616,,,,,,
2012-11-14 16:00:00,-0.01655753046420072,-0.013852007595323457,-0.018889524899828203,,,,,,
2012-11-15 16:00:00,-0.008676803480514762,-0.0015935196866078138,-0.009918319719953383,,,,,,
2012-11-16 16:00:00,0.008746453503705976,0.004839913398801521,0.005892751915144379,,,,,,
2012-11-17 16:00:00,0.0,,,,,,,,
2012-11-18 16:00:00,0.0,,,,,,,,
2012-11-19 16:00:00,0.013405733889859042,0.01986204665117519,0.013473930872876405,,,,,,
2012-11-20 16:00:00,-0.0014847741290614053,-0.001701649013259976,0.0023121387283235872,,,,,,
2012-11-21 16:00:00,0.00628164470738526,0.004694733953038321,0.005767012687428075,,,,,,
2012-11-22 16:00:00,0.0,0.0,0.004013761467889898,,,,,,
2012-11-23 16:00:00,0.010219699186868115,0.01302631862720438,0.00571102227298681,,,,,,
2012-11-24 16:00:00,0.0,,,,,,,,
2012-11-25 16:00:00,0.0,,,,,,,,
2012-11-26 16:00:00,-0.0026884589241642056,-0.0020295923074195032,0.0,,,,,,
2012-11-27 16:00:00,-0.002579870005205676,-0.005226518001265723,-0.006814310051107331,,,,,,
2012-11-28 16:00:00,0.008386292748024405,0.007855948074971142,0.0034305317324185847,,,,,,
2012-11-29 16:00:00,0.0042845568731799235,0.004269715517791761,0.00512820512820511,,,,,,
2012-11-30 16:00:00,0.0012474764544263552,0.000162435114234194,-0.003401360544217802,,,,,,
2012-12-01 16:00:00,0.0,,,,,,,,
2012-12-02 16:00:00,0.0,,,,,,,,
2012-12-03 16:00:00,-0.011774077557566766,-0.0047451595136212,0.0,,,,,,
2012-12-04 16:00:00,0.011733761884914398,-0.0017098747037873618,-0.0022753128555176305,,,,,,
2012-12-05 16:00:00,-0.011606281701921305,0.0015848761593404426,0.002850627137970463,,,,,,
2012-12-06 16:00:00,0.007863666316206675,0.003306653042688623,-0.0011370096645820782,,,,,,
2012-12-07 16:00:00,0.008015290895898874,0.002920916021896147,0.0005691519635742104,,,,,,
2012-12-08 16:00:00,0.0,,,,,,,,
2012-12-09 16:00:00,0.0,,,,,,,,
2012-12-10 16:00:00,0.017157964590148338,0.00033848822695636827,0.003981797497155881,,,,,,
2012-12-11 16:00:00,0.013361741376950299,0.0065489408198511345,0.0056657223796034994,,,,,,
2012-12-12 16:00:00,-0.008943999692415085,0.00044822949350065144,0.006760563380281637,,,,,,
2012-12-13 16:00:00,0.0043099957553368595,-0.006321404569892497,-0.005036373810856198,,,,,,
2012-12-14 16:00:00,0.003080416272109199,-0.0041354045581035725,-0.0028121484814398467,,,,,,
2012-12-15 16:00:00,0.0,,,,,,,,
2012-12-16 16:00:00,0.0,,,,,,,,
2012-12-17 16:00:00,0.002855457821596863,0.011870569759051541,0.002256063169768785,,,,,,
2012-12-18 16:00:00,0.013031771875565168,0.01148661875332091,0.00562746201463149,,,,,,
2012-12-19 16:00:00,-0.0010005662800425476,-0.007589214744365136,0.003917179630665846,,,,,,
2012-12-20 16:00:00,0.0034596712118662334,0.0054881913345081745,0.0011148272017837968,,,,,,
2012-12-21 16:00:00,-0.011016133139850082,-0.009378744744370282,0.000556792873051215,,,,,,
2012-12-22 16:00:00,0.0,,,,,,,,
2012-12-23 16:00:00,0.0,,,,,,,,
2012-12-24 16:00:00,-0.0025574969759888603,-0.0024403034646715005,-0.008347245409014992,,,,,,
2012-12-25 16:00:00,0.0,0.0,,,,,,,
2012-12-26 16:00:00,-0.007698313253952627,-0.004787405548624113,,,,,,,
2012-12-27 16:00:00,-0.0014335689367627636,-0.0012254988273243672,0.0,,,,,,
2012-12-28 16:00:00,-0.007467255131247774,-0.011043022657236001,-0.002244668911335568,,,,,,
2012-12-29 16:00:00,0.0,,,,,,,,
2012-12-30 16:00:00,0.0,,,,,,,,
2012-12-31 16:00:00,0.012645756900306584,0.01694202206170714,0.007874015748031482,,,,,,
2013-01-01 16:00:00,0.0,0.0,,,,,,,
2013-01-02 16:00:00,0.02554686260277994,0.02540334738008254,0.008370535714285587,,,,,,
2013-01-03 16:00:00,-0.010492334047012265,-0.0020855841687067445,-0.0044272274488103,,,,,,
2013-01-04 16:00:00,0.01011831392338174,0.004865113028224677,0.005002779321845452,,,,,,
2013-01-05 16:00:00,0.0,,,,,,,,
2013-01-06 16:00:00,0.0,,,,,,,,
2013-01-07 16:00:00,-0.0042443795226232645,-0.0031231460582213932,-0.005530973451327359,,,,,,
2013-01-08 16:00:00,-9.342500235167661e-05,-0.0032423780174979377,-0.0005561735261402356,,,,,,
2013-01-09 16:00:00,-0.0010293583034221678,0.0026558693339737705,0.0022259321090707385,,,,,,
2013-01-10 16:00:00,-0.00010990319349706322,0.007597431931116505,0.007773459189339027,,,,,,
2013-01-11 16:00:00,-0.0022415864516331487,-4.755047142890323e-05,-0.000550964187327696,,,,,,
2013-01-12 16:00:00,0.0,,,,,,,,
2013-01-13 16:00:00,0.0,,,,,,,,
2013-01-14 16:00:00,0.0018047823907675566,-0.0009306749091402278,0.0011025358324145973,,,,,,
2013-01-15 16:00:00,0.003114517140198792,0.0011287295672748332,0.004955947136563887,,,,,,
2013-01-16 16:00:00,-0.003782379199994424,0.00019696537484570342,-0.0032876712328766544,,,,,,
