Date,Close
10/1/2012 16:00:00,64.93
10/2/2012 16:00:00,64.81
10/3/2012 16:00:00,64.42
10/4/2012 16:00:00,64.9
10/5/2012 16:00:00,64.99
10/8/2012 16:00:00,64.89
10/9/2012 16:00:00,64.15
10/10/2012 16:00:00,63.63
10/11/2012 16:00:00,63.67
10/12/2012 16:00:00,66.24
10/15/2012 16:00:00,67.87
10/16/2012 16:00:00,68.78
10/17/2012 16:00:00,69.4
10/18/2012 16:00:00,69.88
10/19/2012 16:00:00,69.07
10/22/2012 16:00:00,69.74
10/23/2012 16:00:00,69.18
10/24/2012 16:00:00,68.99
10/25/2012 16:00:00,69.2
10/26/2012 16:00:00,69.56
10/31/2012 16:00:00,69.6
11/1/2012 16:00:00,70.82
11/2/2012 16:00:00,70.61
11/5/2012 16:00:00,70.74
11/6/2012 16:00:00,71.36
11/7/2012 16:00:00,70.48
11/8/2012 16:00:00,70.04
11/9/2012 16:00:00,69.87
11/12/2012 16:00:00,69.42
11/13/2012 16:00:00,69.25
11/14/2012 16:00:00,68.26
11/15/2012 16:00:00,68.7
11/16/2012 16:00:00,68.97
11/19/2012 16:00:00,70
11/20/2012 16:00:00,70.32
11/21/2012 16:00:00,69.7
11/23/2012 16:00:00,70.35
11/26/2012 16:00:00,69.81
11/27/2012 16:00:00,70.04
11/28/2012 16:00:00,70.97
11/29/2012 16:00:00,71.81
11/30/2012 16:00:00,72.08
12/3/2012 16:00:00,71.52
12/4/2012 16:00:00,71.87
12/5/2012 16:00:00,71.16
12/6/2012 16:00:00,72.39
12/7/2012 16:00:00,72.72
12/10/2012 16:00:00,72.04
12/11/2012 16:00:00,72.53
12/12/2012 16:00:00,70.51
12/13/2012 16:00:00,70.68
12/14/2012 16:00:00,70.52
12/17/2012 16:00:00,71.08
12/18/2012 16:00:00,71.87
12/19/2012 16:00:00,71.8
12/20/2012 16:00:00,72.23
12/21/2012 16:00:00,71.2
12/24/2012 16:00:00,72.08
12/26/2012 16:00:00,71.82
12/27/2012 16:00:00,71.8
12/28/2012 16:00:00,70.78
12/31/2012 16:00:00,71.9
1/2/2013 16:00:00,74.33
1/3/2013 16:00:00,74.1
1/4/2013 16:00:00,74.35
1/7/2013 16:00:00,73.9
1/8/2013 16:00:00,73.25
1/9/2013 16:00:00,73.37
1/10/2013 16:00:00,73.15
1/11/2013 16:00:00,72.81
1/14/2013 16:00:00,72.94
1/15/2013 16:00:00,73.13
1/16/2013 16:00:00,72.84
1/17/2013 16:00:00,73.32
1/18/2013 16:00:00,73.82
1/22/2013 16:00:00,74.16
1/23/2013 16:00:00,73.39
1/24/2013 16:00:00,73.17
1/25/2013 16:00:00,73.44
1/28/2013 16:00:00,72.65
1/29/2013 16:00:00,72.88
1/30/2013 16:00:00,72.24
1/31/2013 16:00:00,72.4
2/1/2013 16:00:00,73.87
2/4/2013 16:00:00,73.28
2/5/2013 16:00:00,74.31
2/6/2013 16:00:00,74.06
2/7/2013 16:00:00,73.44
2/8/2013 16:00:00,74.4
